locationName,link,thumbnail,location,category,reviewContent,reviewDate,rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-primm,https://s3-media4.fl.yelpcdn.com/bphoto/I9lLGIh7isV3wM7-clsJKQ/90s.jpg,"32140 S Las Vegas BlvdPrimm, NV 89019",Fast Food,"They have the 4 for $4 deal. Big hamburgers are $1.99. Not too bad, but not great. The service was a little slower than expected. The lobby was a bit messy.",3/26/2017,3.0 star rating
Round Table Pizza,https://www.yelp.com/biz/round-table-pizza-modesto,https://s3-media1.fl.yelpcdn.com/bphoto/j_Zfz7ov8V4-nyr1Ngrleg/90s.jpg,"2401 E. Orangeburg Ave.Modesto, CA 95355","Pizza,
                    Buffets","Lunch buffet is priced right. I think it's  $7.99. Drinks are too expensive, pizza prices didn't look too great. The buffet was fresh, stocked, and clean. Good deal.",3/26/2017,4.0 star rating
Carl’s Jr.,https://www.yelp.com/biz/carls-jr-ontario-4,https://s3-media1.fl.yelpcdn.com/bphoto/sVqHUSjQ1zJU0VM6ynE5uQ/90s.jpg,"1617 E Idaho AveOntario, OR 97914","Burgers,
                    Fast Food","This place is a mad house at lunch time, even on Sunday. The lobby was a mess, the garbages are full, the tables were all dirty. They have the $4 deal though, that's what I came for. The big hamburger is overpriced.",3/19/2017,3.0 star rating
HomeTown Buffet,https://www.yelp.com/biz/hometown-buffet-stockton,https://s3-media4.fl.yelpcdn.com/bphoto/Eqm89ZaBOXuTaxt9BJz51g/90s.jpg,"1025 West Robinhood DrStockton, CA 95207","Buffets,
                    American (Traditional)","Some of the food is a bit bland. I had a busser, but no waitress. Price isn't bad, $9.29 with water. Drinks are too much.",3/15/2017,3.0 star rating
Burger King,https://www.yelp.com/biz/burger-king-norwalk-2,https://s3-media4.fl.yelpcdn.com/bphoto/KgBJDYXbKnEPYoRdFbOhQQ/90s.jpg,"13400 Rosecrans AveNorwalk, CA 90650",Burgers,"No $4 deal here, but they do have the 10 piece for  $1.49. Value menu isn't the best, but not horrible. Food was good and service was fast.",3/7/2017,4.0 star rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-ritzville,https://s3-media3.fl.yelpcdn.com/bphoto/pnpE7_sZRJZ_D0n0gsghTg/90s.jpg,"1370 N Hwy 261Ritzville, WA 99169",Fast Food,"4 for $4 available at this locatation. $5 California classic combo too. Great deals. Fast service, clean lobby, good food. All good.",2/28/2017,5.0 star rating
Zip’s Drive In,https://www.yelp.com/biz/zips-drive-in-spokane-valley-5,https://s3-media1.fl.yelpcdn.com/bphoto/VTs0t1rio-5woSN8QPLx6g/90s.jpg,"6525 E Broadway AveSpokane Valley, WA 99212",Restaurants,"The service was quick, the food was good, the lobby was nice and clean. I wasn't really impressed with the prices. I got the #7 combo, triple cheeseburger for $9.59 + tax. It's only worth $6.99-$7.99. I couldn't find any good deal on the menu.",2/27/2017,3.0 star rating
Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-centerville-2,https://s3-media4.fl.yelpcdn.com/bphoto/0BAy1eSF2iPrFRV_J9rVUA/90s.jpg,"627 N Marketplace DrCenterville, UT 84014","Pizza,
                    Chicken Wings,
                    Sandwiches","Pizza was good. They were offering the large 2 topping for $5.99 this week. Killer deal, but they charge extra for chicken.",2/18/2017,4.0 star rating
Carl’s Jr.,https://www.yelp.com/biz/carls-jr-lodi-2,https://s3-media3.fl.yelpcdn.com/bphoto/6XSVpHVqeh5ZpVnC_aWq1w/90s.jpg,"6301 W Banner RdLodi, CA 95242",Fast Food,"They offer the  4 for  $4 at this locatation. Great deal, but other prices aren't really impressive. Service is fast, food is good. Drinks are as weak as any other Carl's Jr.",2/9/2017,4.0 star rating
KFC,https://www.yelp.com/biz/kfc-central-point,https://s3-media2.fl.yelpcdn.com/bphoto/bPCRtCLxaMNnt8lG7av7qw/90s.jpg,"250 Penninger RdCentral Point, OR 97502","Chicken Wings,
                    Fast Food,
                    Chicken Shop","Chicken was a tad dry, but still good. $5 boxes are a good value. They were extremely fast. My order was ready before I had my change. They don't accept American express cards.",2/5/2017,4.0 star rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-arvin,https://s3-media2.fl.yelpcdn.com/bphoto/IaMrDzxWnsW7H7h6lAWwfA/90s.jpg,"5620 Del Sol DrArvin, CA 93203","Burgers,
                    Fast Food",4 for  $4 is offered at this locatation. Killer deal. Food was good. 8 minute wait time wasn't really impressive. I'll come back.,2/2/2017,4.0 star rating
Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-moorpark-2,https://s3-media4.fl.yelpcdn.com/bphoto/lhAeeAHR9haifs5FMpxQ2A/90s.jpg,"393 W Los Angeles AveMoorpark, CA 93021","Pizza,
                    Chicken Wings,
                    Sandwiches","Good pizza, they screwed up the order and had to remake, but it was before I arrived, so the additional wait time wasn't too bad. The $7.99 large is $8.49 at this locatation. Wtf?",2/1/2017,3.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-fontana,https://s3-media1.fl.yelpcdn.com/bphoto/kFUPspliQiygefFbUh1wzA/90s.jpg,"17111 Foothill BlvdFontana, CA 92335","Tex-Mex,
                    Fast Food,
                    Mexican","Fast service, good food. $1 menu items are  $1 and $5 box is $5 unlike some locations, but meal deals are  $3.69. Wtf?",1/30/2017,3.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-lost-hills-2,https://s3-media1.fl.yelpcdn.com/bphoto/4j-fg2MdMUXxSE7kAPkslA/90s.jpg,"21959 Highway 46Lost Hills, CA 93249","Mexican,
                    Tex-Mex,
                    Fast Food","Good food, good service, prices are right on some things, but the cravings deal is  $5.99.","1/29/2017
            
                
    
        
    

                Updated review,7/31/2016
            
                Previous review",4.0 star rating
Carl’s Jr. Green Burrito,https://www.yelp.com/biz/carls-jr-green-burrito-lost-hills,https://s3-media1.fl.yelpcdn.com/bphoto/M00ugRxj_rAOorAxTwHnwg/90s.jpg,"21937 Hwy 46Lost Hills, CA 93249",Fast Food,"No 4 for $4 here. California classic isn't too bad of a deal, but other than that prices aren't good. Service was fast, and food was good.",1/29/2017,3.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-prosser,"https://s3-media3.fl.yelpcdn.com/bphoto/wFqZRrD_Bd19HXLyvWXe6A/90s.jpg,https://s3-media2.fl.yelpcdn.com/buphoto/tRO8Ep27Bz89YXYQFABu-Q/90s.jpg","109 Merlot DriveProsser, WA 99350","Fast Food,
                    Mexican,
                    Chicken Wings","Lobby is clean, service was fast and accurate, food was good. Cravings menu is still a rip off and the self serve drink machine isn't working.","1/26/2017
            
                
    
        
    

                Updated review,9/24/2016
            
                Previous review",3.0 star rating
Subway,https://www.yelp.com/biz/subway-stanfield,https://s3-media1.fl.yelpcdn.com/bphoto/bw4YuPgPxW9GPyqapr7Avg/90s.jpg,"2115 S Hwy 395Stanfield, OR 97875","Sandwiches,
                    Fast Food","Prices are too high just like any other subway. They do have the steak and cheese footlong for  $6 for a limited time, but even that only does half the job. Food is good.",1/25/2017,3.0 star rating
Burger King,https://www.yelp.com/biz/burger-king-winnemucca,https://s3-media1.fl.yelpcdn.com/bphoto/lvTyBi_LBD31qvXqcxrQIQ/90s.jpg,"3220 Fountain WayWinnemucca, NV 89445","Burgers,
                    Fast Food","They have a 4 for $4, 10 piece for $1.49. Good deals. They're fast, and the food is good.",1/24/2017,5.0 star rating
Taco Bell - CLOSED,https://www.yelp.com/biz/taco-bell-fresno-13,https://s3-media4.fl.yelpcdn.com/bphoto/3DlfifT-lU_7cE1iGgdqtA/90s.jpg,"6745 N Golden State BlvdFresno, CA 93722","Mexican,
                    Fast Food,
                    Tex-Mex","Prices are right, the food is good, and it took only 4 minutes.......................................................................................",1/23/2017,5.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-ontario-8,https://s3-media2.fl.yelpcdn.com/bphoto/Y1PIc1j2J1g7dyPNkED91g/90s.jpg,"4265 East Guasti RdOntario, CA 91761","Tex-Mex,
                    Fast Food,
                    Mexican","They're fast and the food is good, but their prices are too high. Typical truck stop prices. Meal deals  $4.19, $5 box is $5.69, $1 menu items are more than  $1.",1/22/2017,3.0 star rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-castaic-2,https://s3-media3.fl.yelpcdn.com/bphoto/L_dm3-9_TDbYo68-OQPmtg/90s.jpg,"31412 N Parker RdCastaic, CA 91384","Burgers,
                    Fast Food",They have the 4 for  $4 deal and the California classic combo for $5. Good deals. Service was very fast. Food was good.,1/21/2017,5.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-orland-3,https://s3-media1.fl.yelpcdn.com/bphoto/ayjOtbQKYqlNiPhH7gmz9w/90s.jpg,"1179 Hoff WayOrland, CA 95963","Tex-Mex,
                    Fast Food,
                    Mexican",Meal deals are $2.59. $5 box is $5 unlike some Taco Bells. $1 menu items are  $1 unlike some. Food is good.,"1/20/2017
            
                
    
        
    

                Updated review,8/18/2016
            
                Previous review",5.0 star rating
Jack In The Box,https://www.yelp.com/biz/jack-in-the-box-fife,https://s3-media3.fl.yelpcdn.com/bphoto/rvxI1Ozgn3IUCi-dM2x9VA/90s.jpg,"3402 Pacific Hwy EFife, WA 98424","Fast Food,
                    Burgers","No good deals, took about 10 minutes to make 2 sandwiches. Food wasn't too bad..............................................",1/18/2017,2.0 star rating
The Old Spaghetti Factory,https://www.yelp.com/biz/the-old-spaghetti-factory-taylorsville-2,https://s3-media4.fl.yelpcdn.com/bphoto/tMTNGW9-A45R6Tn5b0Y08g/90s.jpg,"5718 S 1900th WTaylorsville, UT 84129",Italian,"I come here about once a year for their exclusive browned butter mizithra. It's really good, but their prices are ridiculous. I had that with a hearty portion and a water and it was over  $15 before tip. I wasn't impressed with the meal size either. They should have added another 25% at least.",1/16/2017,3.0 star rating
Carl’s Jr Restaurant 174,https://www.yelp.com/biz/carls-jr-restaurant-174-commerce-city,https://s3-media4.fl.yelpcdn.com/bphoto/tN4E2jhclvpr3p3N9tZmUg/90s.jpg,"5998 Dahlia StCommerce City, CO 80022",Fast Food,"The 4 for $4 is a great deal, but I wasn't impressed with any other prices. Wait time was normal, the food was good, the drinks are like any other Carl's Jr, watered down.",1/9/2017,3.0 star rating
Pizza Hut,https://www.yelp.com/biz/pizza-hut-commerce-city,https://s3-media1.fl.yelpcdn.com/bphoto/oSNVQyV7fvDnYDXVJHRBRA/90s.jpg,"6125 E Parkway DrCommerce City, CO 80022","Pizza,
                    Italian,
                    Chicken Wings","I got a good value with a link in my email. Took 14 minutes as expected. The pizza wasn't bad, but could have used more cheese and bacon.",1/8/2017,4.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-parowan,https://s3-media1.fl.yelpcdn.com/bphoto/h_h-LkhAYy3FN0aHwb-FhA/90s.jpg,"1130 North 100Parowan, UT 84761","Tex-Mex,
                    Fast Food,
                    Mexican",Everything is overpriced. $5 boxes are $5.69 and $5.39. $3 meal deals are  $3.79. $1 limited time tacos are $1.29. Cravings menu items are way over  $1. Typical truck stop prices. The food was good though.,1/7/2017,3.0 star rating
Izzy’s Pizza & Buffet - CLOSED,https://www.yelp.com/biz/izzys-pizza-and-buffet-portland-gateway-plaza,https://s3-media3.fl.yelpcdn.com/bphoto/32R8FAqymx7oIQZIb8qtUA/90s.jpg,"1307 NE 102nd AvePortland-Gateway Plaza, OR 97220","Pizza,
                    Buffets,
                    Salad",I went at dinner time and wasn't impressed with the prices. Pizza & salad 10.99 or the full menu for $13.99. Drinks are an extra  $2.49. The pizza was good. The crust is nice and buttery. Ice cream machine wasn't working,1/3/2017,3.0 star rating
The Luxe Buffet,https://www.yelp.com/biz/the-luxe-buffet-ontario-3,https://s3-media3.fl.yelpcdn.com/bphoto/Rq6hGDK6xz-94YI33CQbEQ/90s.jpg,"701 N Milliken AveOntario, CA 91764","Buffets,
                    Sushi Bars,
                    Seafood","I visit Ontario often and have been curious about this place. I tried it today for lunch and the first time was the last time. The food isn't bad, but not great. It's the price that is so bad. $14.49 for weekday lunch. I assumed it included a drink since there are no drink prices on the board, but later found out they're another  $1.99. You have to look really close at your napkin box for the drink menu.",12/29/2016,2.0 star rating
Arbys,https://www.yelp.com/biz/arbys-ontario-3,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/bed0b2a1d9e2/assets/img/default_avatars/business_60_square.png,"653 E Idaho AveOntario, OR 97914","Fast Food,
                    Sandwiches","Regular prices didn't look great, but happy hour prices were alright. Food was good, service was fast, lobby was clean.",12/25/2016,4.0 star rating
Atlantis Burgers,https://www.yelp.com/biz/atlantis-burgers-north-salt-lake,https://s3-media3.fl.yelpcdn.com/bphoto/5XQ93FN0zxBuDFCUpeSwXA/90s.jpg,"10 N Hwy 89North Salt Lake, UT 84054",Burgers,"The food was good and they were fast, but my dbl cheese combo was about  $2 overpriced. Total was $9.36. Lol wtf?",12/20/2016,3.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-bountiful,https://s3-media3.fl.yelpcdn.com/bphoto/NUbU4KQg8PXU1RESipvG7w/90s.jpg,"509 West 500 SouthBountiful, UT 84010","Tex-Mex,
                    Fast Food,
                    Mexican","Prices are right, they're quick, the lobby is clean, and the food is good. What more could you want?",12/19/2016,5.0 star rating
Barbacoa,https://www.yelp.com/biz/barbacoa-bountiful,https://s3-media2.fl.yelpcdn.com/bphoto/9GgTzzaAlSRdpyxRUzBaXQ/90s.jpg,"273 W 500th SBountiful, UT 84010",Mexican,"They said guacamole was extra money, and boy they weren't kidding. $1.49 for a couple table spoons. Other than that the $5 deal was a good value. I'll go back, but won't be having guacamole.",12/17/2016,4.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-fernley,https://s3-media2.fl.yelpcdn.com/bphoto/2UsnfVm-Hc3tUkY04gDIHw/90s.jpg,"170 US Highway 95A SFernley, NV 89408","Fast Food,
                    Tex-Mex,
                    Mexican","The food was good, service was fast, price was right for my plan A, but I noticed the cravings deal is $1 overpriced.",12/13/2016,4.0 star rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-grand-junction-2,https://s3-media2.fl.yelpcdn.com/bphoto/WI4-wH0AWlSOd58pEuKiXg/90s.jpg,"748 22nd RdGrand Junction, CO 81505","Burgers,
                    Salad,
                    Breakfast & Brunch","The food was good. I don't see any good deals on the menu. The wait was 7 minutes. Not too bad, but not great.",12/12/2016,3.0 star rating
Taco Bell Store 20216,https://www.yelp.com/biz/taco-bell-store-20216-rawlins,https://s3-media3.fl.yelpcdn.com/bphoto/9QNnxXqZir0pfmGjSmMbyQ/90s.jpg,"2421 PlzRawlins, WY 82301",Fast Food,"The prices are right, the food was good, and they were fast. It was my first time here and I'll make sure to stop by in the future when I'm passing through",12/11/2016,5.0 star rating
Pizza Pie Café,https://www.yelp.com/biz/pizza-pie-caf%C3%A9-layton,https://s3-media3.fl.yelpcdn.com/bphoto/GIyQQMNweMdjC4mzgiL8IA/90s.jpg,"1938 Woodland Park DrLayton, UT 84041","Pizza,
                    Buffets",A decent buffet for little money. I go to the Bountiful location often and just tried this one. Great value and good eating.,12/1/2016,4.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-centerville,https://s3-media2.fl.yelpcdn.com/bphoto/SxGcX3p5vhLg--9SQN5M6Q/90s.jpg,"311 North Frontage RoadCenterville, UT 84014","Fast Food,
                    Mexican,
                    Tex-Mex",They weren't very fast. The wait was probably 10 minutes and meal deals are over priced. At least their  $5 deal isn't  $6 like at some locations. The food was good and the place was clean.,11/26/2016,3.0 star rating
Souplantation,https://www.yelp.com/biz/souplantation-san-bernardino,https://s3-media1.fl.yelpcdn.com/bphoto/8pQin0oY-o-HaNnCgokr6A/90s.jpg,"228 West Hospitality LnSan Bernardino, CA 92408","Buffets,
                    Vegetarian,
                    Salad","Rabit's food isn't really my bag, but it was pretty good salad. I wasn't really impressed with the $11.99 dinner price, and that's with a water.",11/22/2016,3.0 star rating
Wendy’s,https://www.yelp.com/biz/wendys-saint-george-3,https://s3-media3.fl.yelpcdn.com/bphoto/PM2ThfS6ARGRSuubUaJpOA/90s.jpg,"144 W Brigham RdSaint George, UT 84790","Burgers,
                    Fast Food","Good food and fast service. I'm not really impressed with the value menu prices, but the 4 for $4 is good.",11/18/2016,4.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-norwalk-9,https://s3-media2.fl.yelpcdn.com/bphoto/Mg3SQ-1vis2XoMoUZ8ZXVA/90s.jpg,"13410 Rosecrans AveNorwalk, CA 90650","Fast Food,
                    Mexican,
                    Tex-Mex","Service was fast, food was good, lobby was mostly clean, but meal deals aren't priced right. The $5 box is though, unlike some Taco Bells.",11/17/2016,4.0 star rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-ripon,https://s3-media1.fl.yelpcdn.com/bphoto/7BQv29fyDoMl4BzXsK-Abg/90s.jpg,"1410 Colony RdRipon, CA 95366","Fast Food,
                    Burgers","The food was good, but prices are insane. I got a truckers discount to soften the blow, but I think taco bell still would have been a better value.",11/12/2016,3.0 star rating
Bimini Buffet,https://www.yelp.com/biz/bimini-buffet-west-wendover,https://s3-media1.fl.yelpcdn.com/bphoto/UHBhGIHzWNtYvDGqaqMk5w/90s.jpg,"1045 Wendover BlvdWest Wendover, NV 89883",Buffets,"I wasn't expecting half the menu being breakfast at 2:30 in the afternoon, but the price was right with a truckers coupon. I'll come back.",11/12/2016,3.0 star rating
Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-reno-13,https://s3-media1.fl.yelpcdn.com/bphoto/zresEc7pKLNy8Zx6UGqJfA/90s.jpg,"10603 Stead BlvdReno, NV 89506","Pizza,
                    Chicken Wings,
                    Sandwiches","They were fast, the pizza was good, the price wasn't bad, they should put more cheese on it though.",11/9/2016,4.0 star rating
Carl’s Jr.,https://www.yelp.com/biz/carls-jr-bountiful,https://s3-media3.fl.yelpcdn.com/bphoto/sWaT5LB2n1xnWQiPuAkUPQ/90s.jpg,"195 W 500th SBountiful, UT 84010","Fast Food,
                    Burgers","Prices aren't like they used to be. I came for breakfast and got 2 steak egg burritos and a coffee. The steak was a bit cold and the coffee was aged a little. Looking at other items on the menu, the prices are too damn high. Just use a coupon like I did.",11/6/2016,3.0 star rating
Cicis,https://www.yelp.com/biz/cicis-las-vegas-2,https://s3-media1.fl.yelpcdn.com/bphoto/lh3FK4xPWXt3MvJsgDaMGQ/90s.jpg,"4445 W Charleston BlvdLas Vegas, NV 89102",Pizza,"Just like any other cicis, the quality isn't all that great, but the price is right. $5.99 with a water. Cokes are $1.89 I think.",11/5/2016,4.0 star rating
Buffalo Wild Wings,https://www.yelp.com/biz/buffalo-wild-wings-las-vegas-2,https://s3-media2.fl.yelpcdn.com/bphoto/YzfAIKWzTS5NiT31JkPqAg/90s.jpg,"7430 Las Vegas Blvd SouthLas Vegas, NV 89123","Chicken Wings,
                    American (Traditional),
                    Sports Bars","Good food. Prices aren't great, but not ridiculous. The so called mild wings are actually very spicy.",11/5/2016,4.0 star rating
Twin Peaks,https://www.yelp.com/biz/twin-peaks-las-vegas,"https://s3-media2.fl.yelpcdn.com/bphoto/04gGidTVUtmlH-vc0Llg_Q/90s.jpg,https://s3-media3.fl.yelpcdn.com/buphoto/Okq4S8eHj9-LlwupTyRVGQ/90s.jpg","3717 Las Vegas BlvdLas Vegas, NV 89109","Sports Bars,
                    American (Traditional),
                    American (New)","Food was good. They no longer have the double cheese that I got the last couple years, but the philly was good too. Prices aren't too bad on food. I'm not sure about beers. We could watch about 7 or 8 different tvs, but they were all playing the same football game.",11/3/2016,4.0 star rating
Wahlburgers,https://www.yelp.com/biz/wahlburgers-las-vegas-2,https://s3-media1.fl.yelpcdn.com/bphoto/Noi7UkeyPLUsdFK_oYJOZQ/90s.jpg,"3635 Las Vegas Blvd SLas Vegas, NV 89109","American (Traditional),
                    Burgers","Very expensive. My $13 burger was only worth $4 and doesn't include a side. A Coke is $3.95 and comes in a fast food style cup. An $18 beer comes in a clear plastic glass. It looks cool, but very cheap. The water doesn't taste right. The burger was good and I could understand it being $6-7, since they're located here, but $13 is insane.",11/2/2016,2.0 star rating
Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-woods-cross,https://s3-media3.fl.yelpcdn.com/bphoto/d0HKpCEdNwfW3c4ENU_Jfg/90s.jpg,"1171 S 500 WWoods Cross, UT 84010","Pizza,
                    Chicken Wings,
                    Sandwiches",$8 for a large 3 topping is a pretty good value. I've ordered here many times and had no problems except this last time they forgot 1 of the toppings on 1 pizza. The other 1 was fine.,11/1/2016,4.0 star rating
Freddys Frozen Custard & Steakburgers,https://www.yelp.com/biz/freddys-frozen-custard-and-steakburgers-midvale,https://s3-media4.fl.yelpcdn.com/bphoto/LprU1Awf7858LBSNu1CqPg/90s.jpg,"716 W Blue Vista LnMidvale, UT 84047","Burgers,
                    Fast Food,
                    Ice Cream & Frozen Yogurt","The burger was pretty good. I don't really care for the fries. The wait time was 6-7 minutes. Prices aren't really good, but not too bad.",11/1/2016,4.0 star rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-beaver,https://s3-media1.fl.yelpcdn.com/bphoto/DKKsKCHntQQWnCrLR92zRQ/90s.jpg,"1375 N 400 W StBeaver, UT 84713","American (Traditional),
                    Fast Food","The food was good, the service was good, the prices are not so good. Sucks to see the $4 deal has gone up.",10/29/2016,3.0 star rating
Little Caesars Pizza,https://www.yelp.com/biz/little-caesars-pizza-bishop,https://s3-media2.fl.yelpcdn.com/bphoto/xRNmnK1OtXaiCXls-XEP9w/90s.jpg,"1200 N Main StBishop, CA 93514",Pizza,"Had to wait a few minutes, but the pizza was fresh out of the oven. Little Ceasers isn't the best, but they are the cheapest. I'll be back.",10/28/2016,4.0 star rating
Medley Buffet,https://www.yelp.com/biz/medley-buffet-las-vegas-4,https://s3-media1.fl.yelpcdn.com/bphoto/DRDUeIHiyxqzh2R8OB6TOg/90s.jpg,"4500 W Tropicana AveLas Vegas, NV 89103",Buffets,"Lunch was $10.99 and includes a beverage. After 3:00 they start packing up the food and my waitress was busy cleaning and stopped bringing drinks, so it's best to get there before 2:00. The food was great, the price was alright.",10/21/2016,5.0 star rating
Hometown Pizza,https://www.yelp.com/biz/hometown-pizza-tonopah,https://s3-media3.fl.yelpcdn.com/bphoto/C-OpM3avs0X8RYSdK-fJOw/90s.jpg,"222 S Main StTonopah, NV 89049",Pizza,I was surprised to see a pizza buffet in the middle of the dessert. The food was pretty good. The price was OK at $8.99. I would come back if I ever pass through again.,10/21/2016,4.0 star rating
China Buffet,https://www.yelp.com/biz/china-buffet-ontario,https://s3-media2.fl.yelpcdn.com/bphoto/SkrPPRp32oRR4XskfkatKg/90s.jpg,"1683 E Idaho AveOntario, OR 97914",Chinese,"Lunch was $9 with water, which isn't bad, but there wasn't a whole lot that I liked here. It's a typical Chinese buffet and I usually get a Chinese biscuit on every plate at these places, but they were too dried out and hard here. I came at a slow hour though.",10/19/2016,3.0 star rating
Cannery Row Buffet,https://www.yelp.com/biz/cannery-row-buffet-north-las-vegas,https://s3-media3.fl.yelpcdn.com/bphoto/s03OchNj6jSWwlg56KQCzQ/90s.jpg,"2121 E Craig RdNorth Las Vegas, NV 89030",Buffets,"Priced right at $10.99 for lunch. Most of the food was good, but the pizza looked like it was sitting out for an hour. I didnt even bother trying since there was a lot of other food that I like.",10/19/2016,4.0 star rating
Rolling Hills Casino Buffet,https://www.yelp.com/biz/rolling-hills-casino-buffet-corning,https://s3-media3.fl.yelpcdn.com/bphoto/W2j0EOjTcfJO4R6CZqvtUQ/90s.jpg,"2655 Barham AveCorning, CA 96021","Buffets,
                    Comfort Food,
                    Seafood",Lunch is $11.99. Dinner is $16.99. Lunch isn't too bad of a deal. The food is good. Dinner price is too damn high though and seafood day is much more than that.,10/12/2016,3.0 star rating
Iron Skillet,https://www.yelp.com/biz/iron-skillet-lebec,https://s3-media3.fl.yelpcdn.com/bphoto/vh9tD97ex9a4lhxrDOyMsQ/90s.jpg,"5821 Dennis McCarthyLebec, CA 93243",American (Traditional),"Breakfast buffet was $9.99. The food wasn't bad, but nothing to get excited about. I went for breakfast thinking the price would be lower than lunch and it probably was, but still a bit high for the cheap food.",10/8/2016,3.0 star rating
Golden Corral,https://www.yelp.com/biz/golden-corral-hesperia,https://s3-media3.fl.yelpcdn.com/bphoto/NDLMimdipYX5BXrEGtJf4A/90s.jpg,"12845 Main StHesperia, CA 92345",Buffets,"Lunch was $10.99 with a water. Drinks are $2.29 if I remember right. A bit too steep, but the food was good.",10/5/2016,4.0 star rating
Wendy’s,https://www.yelp.com/biz/wendys-hesperia-2,https://s3-media4.fl.yelpcdn.com/bphoto/8F6bi9JIX0L4_49Z82e1jg/90s.jpg,"8701 Hwy 395Hesperia, CA 92344","Burgers,
                    Fast Food","Service was fast, lobby was clean, and the food was good. Prices aren't so good. Typical for a truck stop though.",10/5/2016,4.0 star rating
Wendy’s,https://www.yelp.com/biz/wendys-lost-hills,https://s3-media2.fl.yelpcdn.com/bphoto/qYAHyTAlPNagb1iRe8Ug9A/90s.jpg,"14808 Warren StLost Hills, CA 93249","Fast Food,
                    Burgers","The grilled chicken combo is $5 for a limited time, which is a good value. I didnt see any other good values. With 1 cashier, the wait in line can take a little too long. Wendy's is known for that though. A self serve drink machine would be nice too. The food was good and the lobby was pretty clean. I always stop at taco bell next door, but decided to try this. Wasn't as good.",10/3/2016,3.0 star rating
Hong Kong Buffet,https://www.yelp.com/biz/hong-kong-buffet-spokane,https://s3-media4.fl.yelpcdn.com/bphoto/4Xi21C8HconrP32rOCDxyg/90s.jpg,"14742 E Indiana AveSpokane, WA 99216","Buffets,
                    Chinese","Friday dinner was $13.99. Way too much for a dive like this. Booth seats were torn up, the chicken wasn't good. There actually wasn't much that I liked. Each plate was fish, Chinese biscuit, pineapple, and potatoes. I tried a little eclair looking thing and it had a nasty aftertaste. The waiter was good though. He kept the refills coming.",10/1/2016,2.0 star rating
Carl’s Jr.,https://www.yelp.com/biz/carls-jr-sacramento-7,https://s3-media4.fl.yelpcdn.com/bphoto/Euj2YRqMqkM5hmJbJsb9Qw/90s.jpg,"8397 Folsom BlvdSacramento, CA 95826","Burgers,
                    Fast Food","I'm not from here, but I noticed this place has no shortage on crack heads. I had the misfortune of waiting in line to order behind a crack head trying to determine what his bum friend wanted him to order. Took a good 5 minutes. The food was good, some of the tables were messy, and the 4 for $4 is now 4 for $5. I didnt see any other good value so I got that.",9/17/2016,3.0 star rating
Delish Pizza,https://www.yelp.com/biz/delish-pizza-sacramento,https://s3-media2.fl.yelpcdn.com/bphoto/tRd9gtAv3qC0CgLnTB5FTg/90s.jpg,"8391 Folsom BlvdSacramento, CA 95826",Pizza,"I got the lunch special, $1 slices. Not a bad deal and they were fresh out of the oven.",9/17/2016,4.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-ripon,https://s3-media2.fl.yelpcdn.com/bphoto/G6jQr7l0BQdoFXRux5r7ow/90s.jpg,"1421 W Colony RdRipon, CA 95366","Mexican,
                    Fast Food,
                    Tex-Mex","The prices are right unlike some Taco Bells. Meal deals $2.89, $5 box is $5, $1 menu items are $1. Wait time was less than 3 minutes. The food was good and the lobby was clean. All good here.",9/12/2016,5.0 star rating
Grand Buffet,https://www.yelp.com/biz/grand-buffet-pomona-2,https://s3-media4.fl.yelpcdn.com/bphoto/OTR095t7VxrUjF45AmtfUQ/90s.jpg,"12 Rancho Camino DrPomona, CA 91766","Buffets,
                    Chinese,
                    Japanese","There wasn't a whole lot of foods that I like, but I won't blame them for it since it is a Chinese joint. Each of my plates were almost the same... Salmon, Chinese biscuit, fries. They do have a lot of different kinds of chicken and fruits that I like though. The pizza wasn't looking good at all. Lunch was $8.99 +$1.99 drink if I remember right.",9/7/2016,4.0 star rating
